customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,customer_segment,created_at
CUST0012,Angela,Stevens,williamsadrian@example.com,+1-668-297-4715,88794 Jimenez Junction,Figueroashire,CO,72009,USA,2025-07-02,Platinum,2026-02-07 10:35:18.059430
CUST0013,Janet,Thompson,ramirezcorey@example.org,+1-821-380-2493x5869,92897 Kari Via Apt. 043,North Katherine,TX,09587,USA,2024-09-14,Silver,2026-02-07 10:35:18.059780
CUST0014,Katherine,Kim,johnnynewton@example.org,344.447.1887x8516,026 Matthew Run Suite 963,Whitakerstad,LA,27108,USA,2025-04-25,Gold,2026-02-07 10:35:18.060161
CUST0015,Justin,Cox,ryan65@example.org,591.986.5132,936 Johnson Curve,Christyberg,MD,15018,USA,2024-04-30,Silver,2026-02-07 10:35:18.060488
CUST0016,Cathy,Bridges,kyoung@example.net,602-682-9143x3155,951 Fernando Parks,Paulaberg,MD,89955,USA,2025-03-30,Gold,2026-02-07 10:35:18.062382
CUST0017,Amanda,King,kbarnett@example.org,(399)360-6950x6506,80935 Katherine Avenue Suite 636,New Renee,WA,19377,USA,2025-07-21,Bronze,2026-02-07 10:35:18.063850
CUST0018,Aaron,Jones,jesse93@example.org,811-596-3890,15592 Smith Gardens Suite 081,Saraburgh,FM,71530,USA,2024-10-05,Bronze,2026-02-07 10:35:18.064442
CUST0019,Daniel,Hill,nelsonaaron@example.org,8024786726,7088 Ortega Court Suite 640,Sherryton,MH,46016,USA,2025-08-06,Platinum,2026-02-07 10:35:18.064942
CUST0020,Brent,Johnson,mendozakristen@example.net,+1-392-408-7693,0678 Gonzalez Mews,East Jeffreyfurt,MP,74799,USA,2024-10-08,Gold,2026-02-07 10:35:18.065345
CUST0021,Toni,Foster,tphillips@example.net,(449)384-1394,4157 Williams Plain,Kennethhaven,ID,98072,USA,2024-07-03,Silver,2026-02-07 10:35:18.065711
CUST0022,Eric,Palmer,mcastillo@example.org,001-670-579-5583,7232 Price Court Apt. 335,North Sarah,SD,50747,USA,2025-04-25,Bronze,2026-02-07 10:35:18.066053
CUST0023,Matthew,Moreno,michael41@example.com,001-620-614-0402,94136 Shaw Fields,Hallmouth,PR,92131,USA,2025-10-20,Platinum,2026-02-07 10:35:18.066404
CUST0024,Kevin,Green,jwilliams@example.net,272-813-4936x0780,2551 Bailey Walks,East Wayne,OH,03465,USA,2025-11-19,Silver,2026-02-07 10:35:18.066745
CUST0025,David,Browning,martinezthomas@example.com,838.833.7787,0627 Stanley Junction,North Katherine,GA,39874,USA,2024-09-19,Bronze,2026-02-07 10:35:18.067158
CUST0026,Amanda,Carter,cynthiacooper@example.com,(521)867-9561,15014 Branch Ridge Apt. 128,Lake Samantha,MI,77557,USA,2024-07-07,Silver,2026-02-07 10:35:18.067561
CUST0027,Michael,Edwards,sarali@example.org,+1-859-671-3997x799,2700 Mosley Forest,Floresside,MP,73419,USA,2025-11-07,Platinum,2026-02-07 10:35:18.067987
CUST0028,Kenneth,May,douglas02@example.org,+1-579-511-2399x2468,96033 Deanna Spur,Bonniebury,OH,24874,USA,2025-05-27,Platinum,2026-02-07 10:35:18.068293
CUST0029,Barry,Peterson,diazcandace@example.com,(895)332-0446x86016,46777 Brewer Ranch,East Derrickmouth,AZ,51055,USA,2024-09-22,Platinum,2026-02-07 10:35:18.068677
CUST0030,Kendra,Brock,terriharris@example.org,346-205-2005,76913 Owens Brooks Apt. 531,South Stacy,GU,19995,USA,2026-02-05,Bronze,2026-02-07 10:35:18.069087
CUST0031,Rachael,Boone,thomasbrooke@example.com,573-707-6039x70196,9229 Taylor Cliffs,New Laura,GU,27708,USA,2025-10-15,Platinum,2026-02-07 10:35:18.069482
CUST0032,Donna,Rogers,rangelmichelle@example.com,001-228-474-9353x01473,59623 Valenzuela Station,Stephenport,MS,87201,USA,2025-05-18,Silver,2026-02-07 10:35:18.069900
CUST0033,Joseph,Torres,sally32@example.org,307-785-8594x0607,934 Bobby Radial Suite 503,Sharonmouth,WV,56296,USA,2025-10-09,Silver,2026-02-07 10:35:18.070215
CUST0034,Maurice,Torres,brownjulie@example.net,(546)806-7716x0361,9215 Fleming Grove,New Ericamouth,KS,32419,USA,2024-03-03,Gold,2026-02-07 10:35:18.070585
CUST0035,Joshua,Lowery,hmorgan@example.com,8357828638,002 Taylor Mission,Jamesberg,MP,93646,USA,2025-09-20,Bronze,2026-02-07 10:35:18.070979
CUST0036,Nicholas,Green,peterdelgado@example.net,+1-307-736-7970x7841,0354 Barnes Bridge Suite 102,Port Angela,PA,48162,USA,2025-07-24,Gold,2026-02-07 10:35:18.071384
CUST0037,Steven,Robinson,nraymond@example.net,+1-529-490-4285x920,924 Tucker Crossing Apt. 280,Gordonmouth,WA,74059,USA,2025-10-02,Gold,2026-02-07 10:35:18.071764
CUST0038,Jessica,Horton,douglasmiller@example.com,753-363-0908x656,234 Smith Orchard,Madisonton,VT,75726,USA,2024-03-24,Silver,2026-02-07 10:35:18.072502
CUST0039,Kara,Kirby,diazmichelle@example.com,881-814-7112x5107,119 Miller Dale Suite 354,North Charlesfort,RI,45437,USA,2025-10-07,Silver,2026-02-07 10:35:18.073228
CUST0040,Elizabeth,Williams,johnhoover@example.com,(377)210-5762,1199 Jessica Ports,Ericfort,CO,51922,USA,2024-04-22,Silver,2026-02-07 10:35:18.073648
CUST0041,Nicholas,Gordon,lopezmelinda@example.com,(860)240-6564x577,20830 Lynn Burgs Apt. 329,North Jenniferton,NE,84535,USA,2025-05-20,Silver,2026-02-07 10:35:18.074129
CUST0042,James,Mcdonald,syoung@example.com,(548)344-5193x32719,6343 Kyle Cape Apt. 412,East Leslieland,AR,73949,USA,2025-12-13,Silver,2026-02-07 10:35:18.074556
CUST0043,Randy,Cooper,garrettpaul@example.com,(840)980-5682,603 Scott Mountain,Russellburgh,IL,23773,USA,2025-04-15,Platinum,2026-02-07 10:35:18.075002
CUST0044,Martin,Haynes,huffmichael@example.com,+1-948-681-1251x095,692 Thomas Estate Suite 676,Ritterport,CA,24449,USA,2026-02-01,Silver,2026-02-07 10:35:18.075406
CUST0045,Charles,Johnson,florespaul@example.com,911-973-3622,9248 Zachary Roads Apt. 744,Lindastad,PW,11854,USA,2024-07-15,Gold,2026-02-07 10:35:18.075846
CUST0046,Derek,Wilson,ispencer@example.org,967.944.4327x901,1936 Sharp Ferry Apt. 974,New Amandahaven,MO,99098,USA,2024-05-27,Gold,2026-02-07 10:35:18.076171
CUST0047,Julie,Turner,wheelerlaura@example.com,(541)452-6853,822 Lisa Street,North Williamburgh,IN,65941,USA,2024-02-10,Platinum,2026-02-07 10:35:18.076526
CUST0048,Douglas,Herman,drivera@example.org,8539287196,10237 Powell Drive,Sierramouth,UT,79422,USA,2025-01-23,Bronze,2026-02-07 10:35:18.076874
CUST0049,Kimberly,Powers,iross@example.net,996.457.7921,04465 Stephen Greens,West Krystal,AZ,88593,USA,2025-08-11,Platinum,2026-02-07 10:35:18.077188
CUST0050,Nicholas,Burke,mhines@example.org,2064378315,230 Kenneth Prairie Apt. 194,Port Cathy,MA,23820,USA,2026-01-10,Gold,2026-02-07 10:35:18.078125
CUST0051,Alexandra,Smith,cmurphy@example.net,639-980-5095x00866,219 Rojas Summit,Reillytown,PW,81444,USA,2024-04-22,Bronze,2026-02-07 10:35:18.079031
CUST0052,Maria,Hoover,lambjames@example.net,001-208-335-1449x615,61532 Bass Alley,North Alexanderland,PW,53706,USA,2024-03-02,Silver,2026-02-07 10:35:18.080533
CUST0053,Mary,Jones,robertarodgers@example.org,(368)822-7794x048,56501 Valdez Pike Apt. 119,Jacksonville,LA,08481,USA,2025-03-04,Silver,2026-02-07 10:35:18.081089
CUST0054,Judy,Taylor,margaretsmith@example.net,(835)393-3999x38623,09142 Christopher Manor,Lake Cody,MN,06959,USA,2024-03-17,Silver,2026-02-07 10:35:18.081558
CUST0055,James,Miller,benjamin86@example.org,001-617-308-4810x1301,03731 Watson Spur Apt. 580,South Valeriemouth,VT,94377,USA,2024-05-17,Platinum,2026-02-07 10:35:18.081866
CUST0056,Emily,May,patrickwashington@example.net,561-355-0224,35258 Matthew Crossroad Apt. 334,Lopezberg,NE,09592,USA,2025-03-25,Gold,2026-02-07 10:35:18.082225
CUST0057,Catherine,Chavez,guerrazachary@example.org,316.897.0395x3814,7411 Wesley Key,East Brittanyland,RI,69936,USA,2026-02-06,Bronze,2026-02-07 10:35:18.082577
CUST0058,Stephanie,Berry,williamscarlos@example.net,529-582-8738x842,05704 Connie Ridge Apt. 320,Ronniemouth,MA,60601,USA,2025-06-29,Silver,2026-02-07 10:35:18.082908
CUST0059,Peter,Green,bhayes@example.net,753.217.6325,298 Roberts Stravenue Suite 905,Lake Jessica,TX,06763,USA,2024-03-11,Platinum,2026-02-07 10:35:18.083218
CUST0060,Amanda,Nguyen,derrickmarks@example.org,+1-299-766-7733,0261 Joshua Squares,New Deborahland,NE,00579,USA,2024-09-10,Platinum,2026-02-07 10:35:18.083553
CUST0061,Amber,Ball,adam00@example.net,324-701-2377x4360,8047 Danielle Mountains,Port Bradleybury,AZ,81805,USA,2024-02-12,Bronze,2026-02-07 10:35:18.083843
CUST0062,Catherine,Soto,mweber@example.org,420-905-9212x903,71777 Jones Mission Apt. 048,Deborahtown,OK,36563,USA,2024-03-13,Bronze,2026-02-07 10:35:18.085964
CUST0063,Megan,Ho,michaelsmith@example.com,001-850-924-7442x1121,0515 Kimberly Fork,New Dylanbury,NM,74941,USA,2025-02-08,Platinum,2026-02-07 10:35:18.086635
CUST0064,Wendy,Bentley,gilbertjeanette@example.net,959-221-0938x482,7646 Lee River Suite 994,Kellytown,MH,22975,USA,2025-09-17,Silver,2026-02-07 10:35:18.087008
CUST0065,Tanya,Thompson,sharper@example.com,+1-207-810-4141,69052 Kelly Ramp Apt. 792,Lake Kylefurt,MI,21940,USA,2024-07-05,Gold,2026-02-07 10:35:18.087278
CUST0066,Renee,Guzman,kwallace@example.com,+1-514-450-0200,91288 Patrick Common Suite 699,Lake Scottton,MN,55689,USA,2025-08-01,Platinum,2026-02-07 10:35:18.087559
CUST0067,Hannah,Jordan,lorigonzales@example.com,001-458-895-0884x0185,940 Henderson Shoals Apt. 643,South Kurt,GU,49832,USA,2025-03-10,Platinum,2026-02-07 10:35:18.088121
CUST0068,Bryan,Jones,robert57@example.net,461.491.6936x49277,96911 Graham Cove Suite 169,East Christinaton,IA,49268,USA,2024-08-12,Bronze,2026-02-07 10:35:18.088594
CUST0069,Candace,Marquez,joshuasmith@example.org,(874)302-3924,671 Brown Union Suite 484,Roblesmouth,KS,44243,USA,2025-12-31,Bronze,2026-02-07 10:35:18.088896
CUST0070,Stephanie,Cole,erinmoore@example.org,308-473-3662x7649,61570 Harris Shoals Apt. 236,Mcgeeport,MA,82471,USA,2024-03-14,Platinum,2026-02-07 10:35:18.089217
CUST0071,Anthony,Zamora,amandadawson@example.org,+1-206-824-0882x149,9298 Brian Parks Suite 679,Smithmouth,MS,14147,USA,2025-02-20,Gold,2026-02-07 10:35:18.089508
CUST0072,Randy,Singleton,beckyperez@example.net,+1-650-546-6135x650,434 Stevens Isle,Riveraborough,MN,03340,USA,2024-02-13,Gold,2026-02-07 10:35:18.089816
CUST0073,David,Allen,krausedonna@example.org,(383)483-8939,05528 Louis Ville Suite 067,South Roger,SD,38339,USA,2024-04-12,Silver,2026-02-07 10:35:18.090092
CUST0074,Deborah,Ayala,nbarnes@example.com,001-817-256-9034x07928,8733 Craig Way Suite 430,East Charles,TX,20992,USA,2025-01-27,Silver,2026-02-07 10:35:18.090350
CUST0075,David,Case,parkerjames@example.org,968-568-6683,441 Mcdaniel Spurs,West Stacyborough,GA,01629,USA,2024-06-12,Gold,2026-02-07 10:35:18.090644
CUST0076,Tracie,Torres,wnguyen@example.com,+1-600-760-7169x64831,2511 Amanda Port Suite 263,New Zachary,MN,97958,USA,2025-05-03,Bronze,2026-02-07 10:35:18.090914
CUST0077,Monica,Armstrong,fostercolin@example.com,001-678-880-9347,8347 Roy Trail Suite 533,North Kimberly,CA,28953,USA,2024-03-23,Gold,2026-02-07 10:35:18.091184
CUST0078,Nathaniel,Cantu,ginahorne@example.net,668.614.6400,15949 Macias Via,West Jerrybury,LA,69756,USA,2024-06-28,Platinum,2026-02-07 10:35:18.091465
CUST0079,Sherri,Moore,avasquez@example.org,001-215-863-1787x7374,2093 James Cove,Port Dawn,FL,53593,USA,2025-01-01,Silver,2026-02-07 10:35:18.091702
CUST0080,Connie,Hurst,greenejames@example.com,+1-380-557-6631,04411 Jones Locks Apt. 718,Matthewtown,KS,71950,USA,2024-03-23,Silver,2026-02-07 10:35:18.092021
CUST0081,Brooke,Fernandez,vincent03@example.net,(686)923-1903x22766,380 Carlos Track,North Chad,OK,61565,USA,2026-01-02,Bronze,2026-02-07 10:35:18.092326
CUST0082,Mary,Cross,vincentbyrd@example.com,+1-827-854-4003x1749,48353 Henson Gardens Suite 767,Lake Vernon,RI,95953,USA,2025-07-23,Platinum,2026-02-07 10:35:18.092742
CUST0083,Devin,Brown,ntucker@example.com,001-925-245-5755x204,52786 Arthur Parks,Angelahaven,SD,32968,USA,2025-07-12,Bronze,2026-02-07 10:35:18.093073
CUST0084,Ryan,Clayton,karen94@example.net,+1-847-290-6839x928,137 Edward Forge,New Michaelmouth,TN,81544,USA,2025-10-30,Gold,2026-02-07 10:35:18.093332
CUST0085,Zachary,Mcgee,kelseywilson@example.org,403.889.8846x3076,0727 Vazquez Fort Apt. 790,Joshuabury,NH,47322,USA,2024-03-19,Platinum,2026-02-07 10:35:18.093623
CUST0086,Brandi,Crawford,zgallegos@example.com,(440)890-4471x6524,4598 Andrea Drives,East Cory,DE,48987,USA,2024-10-12,Silver,2026-02-07 10:35:18.093900
CUST0087,Donna,Goodwin,seanrangel@example.net,939.746.4567x89105,004 Jacqueline Village Suite 723,Suzanneberg,MA,60156,USA,2024-05-13,Silver,2026-02-07 10:35:18.096962
CUST0088,Maria,Cole,donald29@example.org,492-814-9142,629 Long Ways,Jamesburgh,OR,92739,USA,2025-05-08,Gold,2026-02-07 10:35:18.098506
CUST0089,Sarah,Lewis,pzuniga@example.net,+1-434-668-7134x886,8247 Andrew Divide Suite 048,North Ellen,MN,53634,USA,2025-07-07,Gold,2026-02-07 10:35:18.099092
CUST0090,Laura,Garcia,ryanedwards@example.com,806.551.0667x2848,47811 Lopez View Suite 949,East Riley,OH,20786,USA,2025-12-19,Bronze,2026-02-07 10:35:18.099500
CUST0091,Darrell,Bryant,nicoleobrien@example.org,480-944-6449,2097 Jones Cliff Suite 501,Sloanfort,MD,39755,USA,2024-02-23,Gold,2026-02-07 10:35:18.099934
CUST0092,Sheila,Berg,huffrobert@example.org,(334)419-5737x838,76082 Walker Mission Suite 768,Kristinton,ND,58248,USA,2025-04-03,Silver,2026-02-07 10:35:18.100374
CUST0093,Kayla,Williams,joshuaperry@example.net,742-726-8676,2053 Ronald Grove Suite 715,Teresamouth,OH,23321,USA,2024-03-05,Gold,2026-02-07 10:35:18.100728
CUST0094,Kelly,Smith,jonesmichael@example.org,281.796.4229x1809,8693 Brandon Mills Suite 831,South Julie,MS,39208,USA,2025-06-18,Bronze,2026-02-07 10:35:18.101056
CUST0095,Matthew,Clark,elizabethhenson@example.net,(230)730-8036x30405,10186 Reynolds Place Suite 273,Stoutberg,NV,96068,USA,2024-08-01,Platinum,2026-02-07 10:35:18.101609
CUST0096,Richard,Esparza,matthew40@example.com,453.796.5085x3102,138 Jeffrey Green,Sullivanside,ID,53766,USA,2025-11-30,Silver,2026-02-07 10:35:18.102099
CUST0097,Amy,Kelly,maldonadoandrew@example.com,998.243.1664,4871 Blake Oval Suite 493,West Annastad,WI,26186,USA,2024-12-23,Bronze,2026-02-07 10:35:18.103061
CUST0098,Karen,Chung,lauraanderson@example.net,001-671-234-0724,64856 Allen Knolls Apt. 657,Andrewberg,WI,54013,USA,2024-05-12,Bronze,2026-02-07 10:35:18.103730
CUST0099,Kristen,Ruiz,pmitchell@example.net,584.550.8630x085,91850 Austin Square Suite 110,Garyland,LA,09039,USA,2025-03-23,Bronze,2026-02-07 10:35:18.104231
CUST0100,Alex,Reyes,aaronyoung@example.com,783-648-8617x8216,08403 Ryan Branch Apt. 517,Samanthamouth,PR,21257,USA,2025-03-11,Bronze,2026-02-07 10:35:18.104697
CUST0101,Mary,Thompson,judithcohen@example.org,590.677.1895x51751,3917 Martin Crossroad,Campostown,MO,65507,USA,2024-10-08,Bronze,2026-02-07 10:35:18.104986
CUST0102,Angela,Montoya,eddie59@example.com,229.203.9249x33862,29928 Michael Brook Suite 569,Port Brian,KS,69331,USA,2025-12-08,Gold,2026-02-07 10:35:18.105223
CUST0103,Stephanie,Burns,stevenpeterson@example.com,001-899-721-9835,90743 Decker Valleys Apt. 075,Hayesstad,PA,46100,USA,2024-05-06,Silver,2026-02-07 10:35:18.105494
CUST0104,Susan,Woods,ywilliams@example.org,658-618-9884,69077 Amanda Junction,West Matthew,NE,21066,USA,2025-04-24,Gold,2026-02-07 10:35:18.105708
CUST0105,Kristen,Fischer,tgarcia@example.org,7446810743,3747 Espinoza Track,Jacksonbury,MN,84107,USA,2024-11-11,Gold,2026-02-07 10:35:18.105947
CUST0106,Michael,Richards,cruzthomas@example.net,547-529-5418x96416,2087 James Ford,South Sheliamouth,AS,44281,USA,2025-05-19,Bronze,2026-02-07 10:35:18.106225
CUST0107,Marcus,Wood,bfox@example.com,921.218.5905x08685,364 Bennett Brook,West Sarahland,MS,48392,USA,2025-04-18,Platinum,2026-02-07 10:35:18.106456
CUST0108,Joseph,Escobar,chaneychristina@example.net,381-828-9138x1952,418 Samantha Centers,West Tony,OK,64210,USA,2024-08-10,Silver,2026-02-07 10:35:18.106802
CUST0109,Matthew,Myers,larryknight@example.net,3946554938,8573 Stokes Overpass Apt. 796,East Deannamouth,MS,24573,USA,2025-11-08,Bronze,2026-02-07 10:35:18.107116
CUST0110,Colleen,Carlson,kingjohn@example.com,577-786-8046,5859 James Spur,Harrisbury,IN,49489,USA,2025-04-17,Silver,2026-02-07 10:35:18.107427
CUST0111,Jeanette,Nolan,julie37@example.org,902.276.3830x9995,6071 Gallegos Stream Apt. 361,Tracistad,ME,05527,USA,2025-12-23,Gold,2026-02-07 10:35:18.107668
CUST0112,Elijah,Davis,jameshall@example.com,(835)237-7269x85046,3488 Brian Field Apt. 777,Gilberttown,IL,39239,USA,2025-07-18,Platinum,2026-02-07 10:35:18.107929
CUST0113,Keith,Sanders,shaun47@example.com,001-580-991-6212x1619,909 Janice Mountains,East Christopherside,OR,53381,USA,2024-10-07,Platinum,2026-02-07 10:35:18.108156
CUST0114,Phillip,Espinoza,cherrylaura@example.com,+1-854-885-0529x47381,8176 Vasquez Way,Kyletown,MP,76683,USA,2024-07-19,Platinum,2026-02-07 10:35:18.108415
CUST0115,Kevin,Bishop,lindsay61@example.org,001-610-454-6117x44926,648 Avila Wells Apt. 549,New Jasmine,ND,77431,USA,2025-03-26,Platinum,2026-02-07 10:35:18.108636
CUST0116,Andrea,Contreras,laura82@example.com,538.724.0511,2075 Ronnie Islands Apt. 034,Lake Lauraside,NH,96878,USA,2026-01-19,Gold,2026-02-07 10:35:18.108843
CUST0117,Julie,Mckenzie,andersonlance@example.com,705.410.0626,63216 Mitchell Park,South Laura,VI,99087,USA,2024-12-31,Gold,2026-02-07 10:35:18.109111
CUST0118,Jill,Potts,crystalrivera@example.org,+1-607-522-1194x799,7009 Peter Estates Apt. 104,Higginsburgh,MN,28352,USA,2024-09-04,Silver,2026-02-07 10:35:18.109375
CUST0119,Robert,Bray,nrobinson@example.com,(826)371-5582x94494,93721 Wilson Manors Apt. 575,Baileyhaven,MI,67626,USA,2024-10-20,Platinum,2026-02-07 10:35:18.109624
CUST0120,Jessica,Arias,oburnett@example.com,(855)273-8065x997,230 Ryan Valley Apt. 532,Burnsbury,ND,69430,USA,2025-12-21,Platinum,2026-02-07 10:35:18.109852
CUST0121,Ricky,Mcdonald,christina61@example.net,(919)488-0641x8029,793 Scott Mills Apt. 990,New Ryanhaven,NE,14703,USA,2024-12-24,Silver,2026-02-07 10:35:18.110089
CUST0122,Kimberly,Collins,bradleyjohn@example.com,966-601-3976x14946,3243 Stacey Hill Apt. 704,Jimenezchester,NE,51071,USA,2025-10-17,Gold,2026-02-07 10:35:18.110350
CUST0123,Tammy,Shaw,aaron74@example.org,262.845.7401x86657,7207 Allen Light Apt. 179,New Heatherborough,GU,51420,USA,2025-07-19,Bronze,2026-02-07 10:35:18.110585
CUST0124,Jeffrey,Brown,natalie59@example.net,+1-974-890-8724,03741 Herrera Circle,East Melissa,MO,65601,USA,2024-08-11,Gold,2026-02-07 10:35:18.111090
CUST0125,Tiffany,Malone,crystal44@example.com,(359)301-8490x936,058 Vargas Camp,Beckfurt,MS,73101,USA,2025-06-13,Platinum,2026-02-07 10:35:18.112938
CUST0126,Breanna,Wang,ronnie62@example.com,433.248.2259,700 Walsh Alley,Mariaview,OH,93725,USA,2025-11-25,Platinum,2026-02-07 10:35:18.113463
CUST0127,Latoya,Nguyen,debrasanchez@example.com,(677)894-0256x44887,116 Leah Row,South Joannafort,WV,90877,USA,2025-06-29,Bronze,2026-02-07 10:35:18.114464
CUST0128,Angela,Walker,schroederderek@example.com,+1-797-777-2242,458 Taylor Island,New Ryanport,WY,25894,USA,2024-06-25,Bronze,2026-02-07 10:35:18.115320
CUST0129,Ronald,Martinez,weberjames@example.net,501.902.7593,50754 Wilkinson Views,East Shannonborough,MA,80331,USA,2024-06-19,Platinum,2026-02-07 10:35:18.116084
CUST0130,Shaun,Morrow,porterzachary@example.org,(287)885-0946x2463,9670 Sawyer Hill,New David,WA,36502,USA,2025-10-03,Gold,2026-02-07 10:35:18.116687
CUST0131,Amanda,Garcia,gentrymichael@example.net,427.625.3138x8916,71358 Armstrong Lane Suite 191,South Briantown,MP,25655,USA,2025-01-25,Platinum,2026-02-07 10:35:18.117093
CUST0132,Christy,Flores,michaelcurtis@example.net,(905)961-8703x302,9416 Butler Dam Apt. 945,Rhondaville,AL,39308,USA,2024-04-12,Silver,2026-02-07 10:35:18.117477
CUST0133,Christine,Todd,cynthiajones@example.com,(879)280-1449,0479 Sarah Grove,Karenstad,DC,11076,USA,2024-05-12,Silver,2026-02-07 10:35:18.117885
CUST0134,Dale,Patterson,nicoleking@example.org,999-372-5827,760 Casey Heights,East Adammouth,NV,98264,USA,2024-03-30,Silver,2026-02-07 10:35:18.118396
CUST0135,Emma,Miller,xblackwell@example.org,+1-630-612-6310x4239,1938 Jessica Crossing,North Kevinside,NY,05961,USA,2025-12-17,Platinum,2026-02-07 10:35:18.118815
CUST0136,Jack,Stark,amyrivera@example.net,(742)566-1229,64043 Norris Stream Apt. 448,North Johnview,NH,96031,USA,2024-12-27,Platinum,2026-02-07 10:35:18.119360
CUST0137,Anthony,Anderson,grayscott@example.com,3746762132,834 Calvin Course,North Robert,UT,95970,USA,2025-07-16,Bronze,2026-02-07 10:35:18.119692
CUST0138,Ashley,Meadows,lkramer@example.org,001-227-338-1618x812,04919 Morgan Extension Suite 536,New Jessica,WI,67752,USA,2025-12-14,Bronze,2026-02-07 10:35:18.119949
CUST0139,Brittany,Jensen,richardsonpaul@example.org,(484)877-2276,9999 Anthony Ways,Torreshaven,IL,36602,USA,2024-08-23,Silver,2026-02-07 10:35:18.120224
CUST0140,Phillip,Randolph,jenny46@example.org,833-380-4614,276 Greene Road Suite 272,New Frank,MP,85743,USA,2024-03-10,Platinum,2026-02-07 10:35:18.120492
CUST0141,Kimberly,Jones,heidiwilliams@example.com,936-449-4292x92158,7969 Jacob Corner Apt. 278,New Parker,MP,80176,USA,2024-02-22,Bronze,2026-02-07 10:35:18.120804
CUST0142,John,Blake,garyhorton@example.org,(987)842-6079,0479 Madeline Glens Apt. 459,East Miguelfort,WA,37634,USA,2024-11-02,Silver,2026-02-07 10:35:18.121096
CUST0143,Sarah,Lopez,wrivera@example.net,633.915.7934x6815,99536 Tiffany Streets,Reidmouth,IL,54831,USA,2025-01-16,Bronze,2026-02-07 10:35:18.121344
CUST0144,Crystal,Holmes,usanders@example.net,+1-934-272-8051x0271,8536 Benton Ranch,Davidmouth,PR,04139,USA,2025-09-01,Bronze,2026-02-07 10:35:18.121617
CUST0145,Tammy,Johnson,sheliarobinson@example.net,001-680-560-5575x71878,26228 Justin Roads,Lake Craig,MP,61709,USA,2026-01-10,Platinum,2026-02-07 10:35:18.121885
CUST0146,Marc,Robinson,moranjason@example.org,921-267-9919x312,045 Patton Junctions,East John,LA,46924,USA,2025-09-15,Platinum,2026-02-07 10:35:18.122166
CUST0147,William,Bailey,brett64@example.com,2248992152,0919 Murphy Villages,Micheleside,LA,03738,USA,2025-09-07,Gold,2026-02-07 10:35:18.122417
CUST0148,Katrina,Norman,andrewford@example.net,+1-692-218-4615,405 Maddox Track,North Edward,WV,91997,USA,2025-04-10,Platinum,2026-02-07 10:35:18.122698
CUST0149,Brooke,Haley,kylejohnson@example.net,(386)286-6789x23368,717 Nicole Fields,West Matthew,IL,10476,USA,2025-07-11,Bronze,2026-02-07 10:35:18.122973
CUST0150,Erik,Ho,erin00@example.org,422-218-7345,9209 Spence Spurs,Lewismouth,AL,50662,USA,2024-08-23,Bronze,2026-02-07 10:35:18.123225
CUST0151,Elizabeth,Sanchez,gford@example.org,+1-205-671-2444x832,801 Austin Pine Apt. 098,Cookmouth,AR,61031,USA,2025-10-19,Bronze,2026-02-07 10:35:18.123515
CUST0152,Sherry,Gillespie,stephen83@example.com,001-617-549-7481x0292,77256 Hernandez Crossroad,Phillipsview,MA,07384,USA,2024-07-16,Silver,2026-02-07 10:35:18.123771
